6-комнатная квартира,от 45 000 000 〒,, 199 м²,"жил. комплекс Жана Куат (КГ), 2 этажа, 2021 г.п., потолки 2.7м., санузел 2 с/у и более, Доступно в ипотеку и за наличный расчет!Преимущества:✅5 детских садов✅Две детские площадки✅Развит…" 
2-комнатная квартира,13 900 000 〒, 4/10 этаж, 47 м²,"жил. комплекс Теремки, монолитный дом, 2021 г.п., состояние: свободная планировка, потолки 2.7м., Данная квартира расположена в ЖК ""Теремки"" 47кв. м. свободной планировки в черновой отделке все так как вы хотите. Этаж 2 из 10 Срочно, только наличный расчет"
1-комнатная квартира,3 500 000 〒, 1/2 этаж, 14 м²,"1960 г.п., состояние: хорошее, жил. площадь 12 кв.м., санузел совмещенный, Туалет в комнате душа нет год постройки примерно 1950г"
1-комнатная квартира,15 800 000 〒, 1/3 этаж, 34.5 м²,"кирпичный дом, 1982 г.п., состояние: евроремонт, жил. площадь 18 кв.м., кухня 7.6 кв.м., потолки 2.8м., санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована, Продам однокомнатную улудшеную район ЖУЛДЫЗА. сделал перегородку для детской, в документах не указана, продаю так…"
2-комнатная квартира,18 600 000 〒, 1/5 этаж, 43.8 м²,"кирпичный дом, 1989 г.п., состояние: евроремонт, жил. площадь 23 кв.м., кухня 6.7 кв.м., потолки 2.8м., санузел раздельный, телефон: отдельный, частично меблирована, Рядом с домом две аптеки, магазин Магнум. Школа не далеко, полеклиника. Почта в пяти метрах от дома. Солнечная квартира, тёплая…"
1-комнатная квартира,3 800 000 〒, 1/5 этаж, 18 м²,"монолитный дом, 2010 г.п., состояние: среднее, жил. площадь 18 кв.м., кухня 5 кв.м., потолки 2.8м., санузел раздельный, телефон: есть возможность подключения, интернет проводной, полностью меблирована, Продам срочно комнату в миниобщежитии на цокольном этаже, душ и туалет общий на 4 комнаты, ест…"
1-комнатная квартира,15 500 000 〒, 3/5 этаж, 40 м²,"В залоге, кирпичный дом, 2018 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 13 кв.м., санузел совмещенный, полностью меблирована, Улучшенная квартира в хорошем состоянии, продается с мебелью и бытовой техникой, встроенная кухня белого цвета новая -13кв. м., сан. узел совмещенный све…"
2-комнатная квартира,12 000 000 〒, 2/3 этаж, 40 м²,"кирпичный дом, 1960 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, полностью меблирована, Квартира полностью меблирована, бытовая техника (холодильник, стиральная машина, микроволновка), тихий спальный район, рядом парк с детской площадкой, детские сады, школа, удобная развязк…"
1-комнатная квартира,15 800 000 〒, 1/3 этаж, 34.5 м²,"кирпичный дом, 1982 г.п., состояние: евроремонт, жил. площадь 18 кв.м., кухня 7.6 кв.м., потолки 2.8м., санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована, Продам однокомнатную улудшеную район ЖУЛДЫЗА. сделал перегородку для детской, в документах не указана, продаю так…"
1-комнатная квартира,3 800 000 〒, 1/5 этаж, 18 м²,"монолитный дом, 2010 г.п., состояние: среднее, жил. площадь 18 кв.м., кухня 5 кв.м., потолки 2.8м., санузел раздельный, телефон: есть возможность подключения, интернет проводной, полностью меблирована, Продам срочно комнату в миниобщежитии на цокольном этаже, душ и туалет общий на 4 комнаты, ест…"
2-комнатная квартира,18 600 000 〒, 1/5 этаж, 43.8 м²,"кирпичный дом, 1989 г.п., состояние: евроремонт, жил. площадь 23 кв.м., кухня 6.7 кв.м., потолки 2.8м., санузел раздельный, телефон: отдельный, частично меблирована, Рядом с домом две аптеки, магазин Магнум. Школа не далеко, полеклиника. Почта в пяти метрах от дома. Солнечная квартира, тёплая…"
2-комнатная квартира,21 000 000 〒, 4/5 этаж, 49.5 м²,"монолитный дом, 2017 г.п., состояние: хорошее, жил. площадь 33 кв.м., кухня 9 кв.м., потолки 2.6м., санузел совмещенный, телефон: отдельный, интернет оптика, частично меблирована, Продам квартиру с развитой инфраструктурой, рядом в пешей доступности Школа гимназия 83, спортивный комплекс Абылай Ха…"
2-комнатная квартира,19 300 000 〒, 3/4 этаж, 45 м²,"панельный дом, 1971 г.п., состояние: хорошее, жил. площадь 28.3 кв.м., кухня 6.5 кв.м., санузел раздельный, телефон: отдельный, интернет через TV кабель, Срочно продам 2 комнатную квартиру в Турксибском районе Алматы. Квартира чистая, теплая и светлая – солнечная сторона, с большими витражными окна…"
3-комнатная квартира,35 000 000 〒, 6/9 этаж, 92 м²,"2006 г.п., состояние: евроремонт, жил. площадь 57.5 кв.м., кухня 12 кв.м., потолки 2.7м., санузел раздельный, телефон: отдельный, интернет через TV кабель, частично меблирована, Отличная квартира с хорошей аурой, один хозяин, после косметического ремонта, свободна, можно сразу заехать. Находится…"
3-комнатная квартира,25 000 000 〒, 7/9 этаж, 70.71 м²,"жил. комплекс PARASAT, монолитный дом, 2022 г.п., потолки 2.7м., санузел раздельный, Продам 3 комн. квартиру в строящемся доме в новом ЖК Parasat.с чистовой отделкой. сдача декабрь 2022 . 7 этаж. в шикарным видом на горы. в подарок от застройщика кухонный гарнитур с встроенной техникой. удобна…"
1-комнатная квартира,14 900 000 〒, 1/3 этаж, 32.9 м²,"кирпичный дом, 1983 г.п., состояние: хорошее, жил. площадь 17.7 кв.м., кухня 7.3 кв.м., потолки 2.7м., санузел совмещенный, телефон: отдельный, частично меблирована, Продам квартиру в районе аэропорта. Спокойный, тихий, зелёный район. Рядом детский сад, школа, магазины, остановка"
2-комнатная квартира,21 000 000 〒, 3/4 этаж, 47 м²,"кирпичный дом, 1969 г.п., состояние: хорошее, жил. площадь 29 кв.м., кухня 7 кв.м., потолки 2.7м., санузел совмещенный, телефон: есть возможность подключения, интернет проводной, полностью меблирована, Продам 2-х комнатную теплую, солнечную квартиру 47 кв. м. в тихом благоустроенном район…"
3-комнатная квартира,22 000 000 〒, 1/5 этаж, 68 м²,"кирпичный дом, 1978 г.п., состояние: хорошее, жил. площадь 46 кв.м., кухня 12 кв.м., потолки 3м., санузел раздельный, телефон: отдельный, интернет ADSL, пустая"
1-комнатная квартира,10 600 000 〒, 1/4 этаж, 47 м²,"кирпичный дом, 1983 г.п., состояние: среднее, жил. площадь 25 кв.м., кухня 9.6 кв.м., потолки 2.7м., санузел раздельный, телефон: есть возможность подключения, интернет через TV кабель, полностью меблирована, Квартира ""магазин Лакомка"" полуторка, косметический ремонт, продаем с мебель…"
1-комнатная квартира,5 900 000 〒, 1/2 этаж, 19 м²,"кирпичный дом, 1972 г.п., состояние: хорошее, потолки 2.8м., санузел раздельный, телефон: отдельный, интернет оптика, полностью меблирована, Продаю 1 комн. квартиру в приватизированном общежитии в районе аэропорта, тёплая, светлая, тихий просторный двор, всегда есть парковка. Чисто, уютно…"
2-комнатная квартира,24 400 000 〒, 4/5 этаж, 65 м²,"монолитный дом, 2018 г.п., состояние: евроремонт, санузел раздельный, полностью меблирована, Звоните пишите в любое время суток!"
1-комнатная квартира,15 300 000 〒, 5/5 этаж, 34 м²,"кирпичный дом, 1988 г.п., состояние: хорошее, санузел совмещенный, телефон: отдельный, полностью меблирована, Продам квартиру в очень теплом, сейсмостойком доме, произведен генеральный ремонт крыши, состояние хорошее, кондиционер, меблирована. Продажа всвязи с переездом. Меблирована"
2-комнатная квартира,26 500 000 〒, 3/6 этаж, 65 м²,"монолитный дом, 2009 г.п., состояние: евроремонт, жил. площадь 34 кв.м., кухня 11.5 кв.м., потолки 2.7м., санузел раздельный, телефон: отдельный, интернет проводной, частично меблирована, Продам просторную двухкомнатную квартиру в отличном состоянии, в хорошем районе. Квартира улучшенная…"
2-комнатная квартира,26 500 000 〒, 3/5 этаж, 40 м²,"кирпичный дом, 1988 г.п., состояние: евроремонт, потолки 2.8м., санузел раздельный, интернет ADSL, полностью меблирована, Двухкомнатная квартира идеальна для молодой семьи или индивидуального проживания. Летом прохладно, зимой тепло. Квартира с евроремонтом, полностью меблирована, оснаще…"
2-комнатная квартира,20 000 000 〒, 4/5 этаж, 52.2 м²,"кирпичный дом, 1997 г.п., состояние: евроремонт, потолки 2.75м., санузел раздельный, телефон: нет, частично меблирована, В связи с переездом продается 2х комнатная квартира улучшенной планировки, с евроремонтом, встроенная кухня, 2 балкона, дружные соседи, был 1 хозяин, торг уместен, риелторо…"
3-комнатная квартира,28 000 000 〒, 3/3 этаж, 63.3 м²,"панельный дом, 1977 г.п., состояние: хорошее, потолки 2.8м., санузел раздельный, телефон: отдельный, интернет через TV кабель, Продам 3-х комнатную квартиру. В хорошем районе, в ста метрах школа 76, рядом ТРЦ март, манго, Магнум, цон, банки, налоговая, базар первой Алматы, дкж, с двух сторон два…"
3-комнатная квартира,44 900 000 〒, 4/5 этаж, 77 м²,"монолитный дом, 2005 г.п., состояние: хорошее, жил. площадь 61 кв.м., кухня 12 кв.м., потолки 3м., санузел раздельный, телефон: отдельный, интернет оптика, частично меблирована, Продаётся 3-х комнатная квартира, улучшенной планировки. Район Молдагалиева-Акынова. Не угловая, комнаты изолированы…"
2-комнатная квартира,21 500 000 〒, 3/5 этаж, 52 м²,"кирпичный дом, 1986 г.п., состояние: евроремонт, потолки 2.7м., санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, Продаёт хозяин, не агенство"
2-комнатная квартира,27 000 000 〒, 5/5 этаж, 42 м²,"кирпичный дом, 1985 г.п., состояние: хорошее, жил. площадь 28 кв.м., кухня 6 кв.м., санузел совмещенный, телефон: отдельный, интернет ADSL, Квартира хорошая"
3-комнатная квартира,28 000 000 〒, 3/5 этаж, 64 м²,"кирпичный дом, 1986 г.п., состояние: хорошее, жил. площадь 41 кв.м., кухня 8.3 кв.м., санузел раздельный, телефон: отдельный, интернет ADSL, Рядом школа, дет. сад, аптека, развивающие центры, поликлиника, салоны красоты, банный комплекс, супермаркет. Во дворе дет. площадка, тренажерный комплекс. То…"
1-комнатная квартира,8 500 000 〒, 1/2 этаж, 30 м²,"кирпичный дом, 1961 г.п., состояние: хорошее, жил. площадь 16 кв.м., кухня 6 кв.м., потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет через TV кабель, частично меблирована, В хорошем состоянии. Имеется отдельная кладовка. Варианты обмена, на автомобиль с ваш…"
3-комнатная квартира,24 000 000 〒, 2/12 этаж, 65.6 м²,"жил. комплекс Радужный берег, 2016 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет через TV кабель, Продаётся 3 ком квартира в районе аэропорта, в элитном доме ЖК радужный берег комфорт класса. Живопистное место, рядом озеро, много зел…"
3-комнатная квартира,19 000 000 〒, 3/4 этаж, 57 м²,"кирпичный дом, 1963 г.п., состояние: хорошее, жил. площадь 41 кв.м., кухня 6.5 кв.м., потолки 2.5м., санузел совмещенный, телефон: отдельный, интернет оптика, частично меблирована, Введена новая система газоснабжения, новая отопительная система, обновленная электросистема, новая водоснабжения, в д…"
2-комнатная квартира,19 500 000 〒, 5/5 этаж, 49 м²,"кирпичный дом, 1983 г.п., состояние: хорошее, санузел раздельный, Продам уютную, светлую квартиру, после ремонта, в хорошем и спокойном районе. После ремонта, не требует вложений. 2 раздельные комнаты, кухня, коридор, ванная комната, санузел, балкон застеклённый. Интернет, телефон, металлическая дв…"
4-комнатная квартира,28 000 000 〒, 3/5 этаж, 81.7 м²,"панельный дом, 1990 г.п., состояние: хорошее, санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, АГЕНТСТВО НЕДВИЖИМОСТИ FAVORIT продается квартира 4х комнатная. Тихий, спокойный район. Новая детская площадка. чистые подьезды, дружелюбные соседи. окна выходят на две сторо…"
2-комнатная квартира,17 000 000 〒, 1/5 этаж, 44.3 м²,"кирпичный дом, 1989 г.п., состояние: хорошее, жил. площадь 32.6 кв.м., кухня 7 кв.м., потолки 2.8м., санузел раздельный, интернет через TV кабель, частично меблирована, Обмен бар"
2-комнатная квартира,21 500 000 〒, 2/5 этаж, 55 м²,"кирпичный дом, 1989 г.п., жил. площадь 29.3 кв.м., кухня 8.2 кв.м., Внимание, СРОЧНО! Рассматривают Ипотеку! Двухкомнатная квартира улучшенной планировки в одном из самых востребованных районов города! Квартира в исключительном состоянии! Не требует капитальных вложений! Развитая инфраструктур…"
1-комнатная квартира,5 500 000 〒, 2/2 этаж, 24 м²,"кирпичный дом, 1969 г.п., состояние: хорошее, жил. площадь 18 кв.м., потолки 2.8м., частично меблирована, Срочно продаю комнату в прив. общ. Рядом ТРЦ Март, жд вокзал 1, РОВД, ЦОН, школы и сады. Состояние хорошее. Дом под снос скоро. торг уместен"
2-комнатная квартира,15 000 000 〒, 1/5 этаж, 50.6 м²,"кирпичный дом, 1984 г.п., состояние: требует ремонта, жил. площадь 29.1 кв.м., кухня 7.8 кв.м., санузел раздельный, телефон: отдельный, интернет оптика, пустая, Функциональная планировка. В шаговой доступности есть все для комфортного проживания"
1-комнатная квартира,14 000 000 〒, 2/3 этаж, 33.5 м²,"кирпичный дом, 1981 г.п., состояние: хорошее, жил. площадь 17.6 кв.м., санузел совмещенный, телефон: есть возможность подключения, полностью меблирована, Продам срочно, одна комнатную квартиру, центральный газ, автобусы на все стороны города, рядом все есть, всем удачного покупки"
2-комнатная квартира,18 000 000 〒, 1/3 этаж, 42.2 м²,"кирпичный дом, 1998 г.п., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, Рядом детский сад, школа, супермаркет, кафе, до аэропорта 10 мин, до остановки 5мин, такси до города берут 300 тг, тихий двор, особенно соседи очень хорошие. Двор чистый всегда. Есть детская площадк…"
3-комнатная квартира,24 000 000 〒, 2/4 этаж, 62 м²,"кирпичный дом, 1970 г.п., потолки 2.5м., санузел раздельный, телефон: отдельный, Квартира очень тёплая и сухая, два больших остеклённых балкона, кладовая. Две комнаты изолированные и одна смежная. Окна выходят и во двор и на дорогу. Рядом школа, детский сад, поликлиника, остановки, магазины, рын…"
2-комнатная квартира,18 000 000 〒, 5/5 этаж, 50.8 м²,"кирпичный дом, 1983 г.п., состояние: хорошее, потолки 2.8м., санузел раздельный, телефон: отдельный, интернет ADSL, Продается 2-х комнатная, улучшенной планировки квартира. Рядом детские площадки, магазины в шаговой доступности, поликлиника. Базар в 5 минутах ходьбы, аптеки, школа 10минут. Авто…"
3-комнатная квартира,31 000 000 〒, 9/9 этаж, 92.4 м²,"жил. комплекс НИКО на Сейфуллина - Физкультурной, монолитный дом, 2006 г.п., состояние: требует ремонта, жил. площадь 58.2 кв.м., кухня 12 кв.м., потолки 2.75м., санузел раздельный, телефон: отдельный, интернет оптика, Продам 3-комнатную квартиру, без ремонта, 92, 4 кв. м., проект компании…"
2-комнатная квартира,19 000 000 〒, 1/4 этаж, 47 м²,"панельный дом, 1973 г.п., состояние: хорошее, жил. площадь 30 кв.м., кухня 6.5 кв.м., санузел раздельный, телефон: отдельный, интернет проводной, частично меблирована, Светлая, очень теплая, уютная, частично меблированная квартира с окнами на 2 стороны и огороженными палисадниками (с воротами д…"
1-комнатная квартира,15 800 000 〒, 3/3 этаж, 35 м²,"кирпичный дом, 1981 г.п., жил. площадь 18 кв.м., кухня 8 кв.м., Квартира в кирпичном доме в хорошем состоянии, неугловая на 3 этаже"
1-комнатная квартира,12 400 000 〒, 3/5 этаж, 37 м²,"панельный дом, 1987 г.п., состояние: среднее, жил. площадь 18 кв.м., кухня 10 кв.м., санузел совмещенный, Срочно торга нет на месте только за наличку ипотеку не рассматривает требуется хорошии ремонт для себя. читайте внимательно. услуги риэлтора"
1-комнатная квартира,12 400 000 〒, 3/5 этаж, 38 м²,"панельный дом, 1987 г.п., состояние: требует ремонта, жил. площадь 18 кв.м., кухня 10 кв.м., санузел совмещенный, Срочно торга нет на месте только за наличку требуется ремонт хорошии для себя ипотеку не рассматривает не звоните читайте внимательно. услуги риэлтора"
2-комнатная квартира,23 500 000 〒, 3/4 этаж, 48.5 м²,"панельный дом, 1968 г.п., состояние: евроремонт, жил. площадь 27.8 кв.м., кухня 8.1 кв.м., потолки 2.8м., санузел раздельный, телефон: отдельный, интернет ADSL, частично меблирована, Продам квартиру в отличном состояние, НЕ угловая, тихие, спокойные соседи, окна выходят на трассу и на задний дво…"
1-комнатная квартира,17 500 000 〒, 5/6 этаж, 41 м²,"панельный дом, 2009 г.п., состояние: хорошее, жил. площадь 20 кв.м., кухня 14 кв.м., потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет через TV кабель, полностью меблирована, Продам или обменяю 1-комнатную квартиру в микрорайоне Жулдыз 2, на 2-3 комнатную в городе с моей доплатой. В…"
1-комнатная квартира,16 500 000 〒, 3/5 этаж, 35 м²,"панельный дом, 2015 г.п., состояние: евроремонт, санузел совмещенный, интернет оптика, частично меблирована, Вашему вниманию предлагается замечательная квартира в развитом районе города. комнаты изолированы, светлая уютная квартира для комфортного проживания. Инфраструктура района разносторонне раз…"
2-комнатная квартира,22 000 000 〒, 5/5 этаж, 54.1 м²,"панельный дом, 1988 г.п., состояние: среднее, жил. площадь 31.5 кв.м., кухня 10.8 кв.м., потолки 0.3м., санузел раздельный, телефон: отдельный, интернет проводной, Квартира светлая. Потолки высокие. Двор зеленый, тихий. Все инфраструктуры рядом. Торга не будет. Окончательная цена"
1-комнатная квартира,9 700 000 〒, 10/10 этаж, 28 м²,"жил. комплекс Теремки, монолитный дом, 2021 г.п., Турксибскии район застроищик Qazak stroi ЖК Теремки ввод в эксплуатацию 3 квартал 2021 г. Квартира в свободной планировке, отличный вариант вложения капитала в недвижимость, к сроку сдачи дома, в эксплуатацию ценна будет только расти, ипотеки нет…"
2-комнатная квартира,11 000 000 〒, 1/2 этаж, 45.7 м²,"1959 г.п., состояние: требует ремонта, санузел совмещенный, телефон: отдельный, Квартира под снос с условием выдачи новой в ЖК в этом районе. Находится рядом со школой. есть погреб, сарай, огород. Звонить по номеру"
2-комнатная квартира,11 000 000 〒, 2/2 этаж, 36 м²,"1962 г.п., состояние: среднее, жил. площадь 24 кв.м., кухня 3.4 кв.м., потолки 3м., санузел совмещенный, телефон: отдельный, интернет проводной, пустая, Продам 2х комнатную квартиру"
3-комнатная квартира,17 000 000 〒, 1/2 этаж, 65 м²,"кирпичный дом, 1954 г.п., состояние: хорошее, жил. площадь 35 кв.м., кухня 10 кв.м., потолки 3.2м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, частично меблирована, Продам улучшенную сейсмостойкую квартиру в районе вокзала 1. Квартира после ремонта, имеется облаг…"
2-комнатная квартира,27 500 000 〒, 2/5 этаж, 54.5 м²,"монолитный дом, 2015 г.п., состояние: евроремонт, жил. площадь 53.2 кв.м., кухня 9.9 кв.м., потолки 2.7м., санузел совмещенный, телефон: нет, интернет оптика, полностью меблирована, Комфортабельная квартира на «новом Арбате» г. Алматы Уютная 2-комнатная квартира с очень удобным расположением, рядо…"
3-комнатная квартира,19 500 000 〒, 2/2 этаж, 72.6 м²,"кирпичный дом, 1947 г.п., состояние: хорошее, жил. площадь 54 кв.м., кухня 9 кв.м., потолки 3м., санузел совмещенный, телефон: есть возможность подключения, интернет проводной, полностью меблирована, Срочно! Продам 3-х комнатную квартиру (не угловая), комнаты расположены отдельно, высота потолков…"
3-комнатная квартира,21 500 000 〒, 6/6 этаж, 70 м²,"В залоге, монолитный дом, 2008 г.п., состояние: евроремонт"
1-комнатная квартира,12 000 000 〒, 1/2 этаж, 17.8 м²,"1960 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, пустая, Продам квартиру в хорошем районе, рядом все есть школы, детские сады, магнум, март, базар, цон, автобусы во все направления. Дом идёт под снос, через год-два получите полноценную кварти…"
3-комнатная квартира,27 000 000 〒, 2/5 этаж, 77 м²,"монолитный дом, 2006 г.п., состояние: евроремонт, жил. площадь 50 кв.м., кухня 13.8 кв.м., санузел раздельный, частично меблирована, Пластиковые окна, улучшенная, комнаты изолированы, тихий двор видеонаблюдение, домофон Продаётся 3-х комнатная квартира в тихом районе городе. Окна выходят на юг…"
2-комнатная квартира,18 500 000 〒, 1/3 этаж, 45 м²,"кирпичный дом, 1965 г.п., состояние: евроремонт, жил. площадь 30 кв.м., кухня 6 кв.м., санузел совмещенный, телефон: отдельный, интернет через TV кабель, полностью меблирована, Здравствуйте! Квартира продаётся со всем имуществом а именно Вся остальная мебель во всех комнатах, что есть на фото остаё…"
1-комнатная квартира,15 000 000 〒, 5/5 этаж, 42.3 м²,"2012 г.п., состояние: среднее, жил. площадь 18 кв.м., кухня 14.5 кв.м., Однокомнатная квартира, 5/5, общей площадью - 42, 30 кв. м., жилой площадью - 18, 00 кв. м., кухня - 14, 50 кв. м., год постройки - 2012, материал стен - железобетонный каркас с заполн. сплитерн. блоками. Требуется выселени…"
1-комнатная квартира,20 000 000 〒, 9/9 этаж, 46 м²,"монолитный дом, 2016 г.п., состояние: евроремонт, жил. площадь 22 кв.м., кухня 11 кв.м., потолки 2.75м., санузел совмещенный, телефон: есть возможность подключения, интернет проводной, полностью меблирована, Риэлторов прошу не беспокоить"
3-комнатная квартира,17 000 000 〒, 2/3 этаж, 61 м²,"кирпичный дом, 1977 г.п., состояние: среднее, жил. площадь 45 кв.м., кухня 7 кв.м., санузел раздельный, телефон: отдельный, СРОЧНО! 3-ком бывшее ие но все как в квартире, свой санузел (раздельный), кухня + балкон 10 метров, срочно"
2-комнатная квартира,9 300 000 〒, 1/2 этаж, 38 м²,"1963 г.п., санузел совмещенный, Есть огороженный участок!"
2-комнатная квартира,20 000 000 〒, 4/5 этаж, 53.4 м²,"1988 г.п., состояние: хорошее, жил. площадь 28.1 кв.м., кухня 9.4 кв.м., потолки 2.7м., санузел раздельный, телефон: отдельный, интернет оптика, частично меблирована, Теплая зимой, хорошо проветривается летом (балконы выходят на обе стороны дома). Оставляем кухонный гарнитур, газовую плиту, вытяжку…"
1-комнатная квартира,15 400 000 〒, 4/5 этаж, 44 м²,"монолитный дом, 2017 г.п., состояние: среднее, санузел совмещенный, телефон: отдельный, интернет ADSL, пустая, Продается квартира в перспективном районе, развитая инфраструктура, наличие школ, детсадов, магазинов, коммерческих организаций, ходят 2 автобусных маршрута, имеется парк, наличие детс…"
2-комнатная квартира,25 000 000 〒, 5/6 этаж, 60 м²,"монолитный дом, 2009 г.п., состояние: хорошее, жил. площадь 36 кв.м., кухня 13 кв.м., санузел раздельный, Продается 2х комнатная квартира в отличном районе с хорошим расположением, без перепланировки. Квартира находится рядом со школой, дет. садом, магазинами и детскими площадками, аптекой, сп…"
2-комнатная квартира,14 500 000 〒, 2/2 этаж, 37.6 м²,"кирпичный дом, 1970 г.п., состояние: евроремонт, жил. площадь 21.6 кв.м., потолки 2.7м., санузел совмещенный, Продается 2-х комнатная квартира не угловая комнаты изолированы в кирпичном доме, возможен обмен с 1 комнатной квартирой в г. Нур-Султане, возможен торг"
3-комнатная квартира,26 000 000 〒, 4/4 этаж, 70 м²,"В залоге, панельный дом, 1974 г.п., состояние: евроремонт, жил. площадь 50 кв.м., кухня 7 кв.м., потолки 2.6м., санузел раздельный, телефон: отдельный, интернет оптика, полностью меблирована, Остановка рядом, школа рядом, садик рядом магазины рядом"
3-комнатная квартира,23 400 000 〒, 4/9 этаж, 91.77 м²,"монолитный дом, 2017 г.п., состояние: черновая отделка, санузел совмещенный, пустая, ✅ улучшенная планировка, изолированные комнаты ! ✅ Пластиковые окна, балкон, не угловая, тихий двор. ✅ Тихий район с необходимой инфраструктурой, многочисленными зелеными насаждениями. ✅ По соседству имеются про…"
1-комнатная квартира,11 600 000 〒, 4/10 этаж, 31.3 м²,"монолитный дом, 2017 г.п., состояние: черновая отделка, санузел совмещенный, ✅ улучшенная планировка, изолированные комнаты ! ✅ Пластиковые окна, балкон, не угловая, тихий двор. ✅ Тихий район с необходимой инфраструктурой, многочисленными зелеными насаждениями. ✅ По соседству имеются продуктовые м…"
2-комнатная квартира,22 000 000 〒, 3/10 этаж, 69.4 м²,"монолитный дом, 2017 г.п., состояние: черновая отделка, санузел совмещенный, пустая, ✅ улучшенная планировка, изолированные комнаты ! ✅ Пластиковые окна, балкон, не угловая, тихий двор. ✅ Тихий район с необходимой инфраструктурой, многочисленными зелеными насаждениями. ✅ По соседству имеются про…"
1-комнатная квартира,14 400 000 〒, 6/9 этаж, 47.03 м²,"монолитный дом, 2017 г.п., состояние: черновая отделка, санузел совмещенный, пустая, ✅ улучшенная планировка, изолированные комнаты ! ✅ Пластиковые окна, балкон, не угловая, тихий двор. ✅ Тихий район с необходимой инфраструктурой, многочисленными зелеными насаждениями. ✅ По соседству имеются про…"
3-комнатная квартира,20 200 000 〒, 2/2 этаж, 66 м²,"1965 г.п., состояние: евроремонт, жил. площадь 47.4 кв.м., кухня 6.2 кв.м., потолки 3м., санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, Отличное предложение! Идеальный вариант для большой/многодетной семьи. Квартира светлая, теплая, уютная, в идеальном состоянии…"
1-комнатная квартира,15 000 000 〒, 4/5 этаж, 39 м²,"монолитный дом, 2017 г.п., состояние: хорошее, санузел совмещенный, полностью меблирована, Вашему вниманию представляется Отличное предложение, продаётся 1 х комнатная квартира, Востребованный район а так же самый ликвидный этаж, вложений не требует никаких, заезжай и живи, всё делали для себя…"
3-комнатная квартира,27 900 000 〒, 7/9 этаж, 95 м²,"монолитный дом, 2007 г.п., состояние: среднее, жил. площадь 60 кв.м., кухня 10 кв.м., санузел раздельный, телефон: отдельный, интернет ADSL, частично меблирована, Квартира с изолированными комнатами, светлая, НЕУГЛОВАЯ, в хорошем состоянии, имеются все возможности сделать ремонт по вашему вкус…"
2-комнатная квартира,11 500 000 〒, 2/2 этаж, 41 м²,"1962 г.п., состояние: хорошее, жил. площадь 23 кв.м., кухня 9 кв.м., потолки 2.4м., интернет проводной, Продам квартиру. Контейнер в подарок. Квартира теплая и уютная. Материал постройки каркасно-камышитовый. Все коммуникации центральные. Ванна расположена в кухне. Окна смотрят на север и юго-за…"
2-комнатная квартира,21 500 000 〒, 2/5 этаж, 64 м²,"монолитный дом, 2017 г.п., состояние: хорошее, санузел раздельный, частично меблирована, Продается 2х комнатная квартира в монолитном доме, комнаты изолированные, ремонт от застройщика в чистовой отделке. Хорошее расположение, окна на обе стороны дома. Реальному покупателю - реальный торг…"
3-комнатная квартира,33 500 000 〒, 7/9 этаж, 85 м²,"монолитный дом, 2016 г.п., состояние: евроремонт, жил. площадь 56 кв.м., кухня 9.7 кв.м., санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, Квартира с изолированными комнатами, светлая, НЕУГЛОВАЯ, ЕВРОРЕМОНТ. Мебель остается! Самая большая квадратура! Развитая инфрас…"
1-комнатная квартира,17 400 000 〒, 2/5 этаж, 40 м²,"монолитный дом, 2017 г.п., состояние: евроремонт, санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована, Квартира с изолированными комнатами, светлая, НЕУГЛОВАЯ, в хорошем состоянии, имеются все возможности сделать ремонт по вашему вкусу. Развитая инфраструктура, ходят а…"
